file,course,source,start,end,text
90.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,3:23,3:44,if p is and q is that is impossible it is false if p is q is false if p is and q is it is true so this is the truthtable of p implies and implied by q you will observe that if you were to write the truthtable of p implies q and q implies p and do an and of it it will
90.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,3:44,3:48,resemble this and
91.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:02,0:36,we saw what is double implication right it has two parts p implies q and q implies p now given p implies q q implies p is called the converse of p implies q let me illustrate this with an example if p stands for it rained and q stands for the weather is good p implies q
91.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:36,0:55,means when it rains the weather becomes good and the converse of this is when the weather is good it implies that it has rained you obviously see that these two are different right we have seen this example already so im just trying to tell you that there is a terminology used to describe
91.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:55,1:20,this wherever p implies q is given q implies p stands for the converse of p implies q generally we use this name in the proofs of theorems involving double implications you will see that very soon in the forthcoming talks now if we are given p implies q a compound statement
91.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:20,1:47,then not p implies not q is called the inverse of p implies q more interesting is the combination of these two by that i mean not q implies not p this is called contraposition statement of p implies q what is interesting about this let us try writing the truthtable of not q implies
91.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:47,2:13,not p see the entries as you observe the truthtable of this matches with the truthtable of p implies q we will soon see what exactly this means and what is its importance for the time being just get familiar with these names namely converse inverse and contraposition
92.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:02,0:22,let us take an interesting example assume our friend john has two girlfriends and they dont know each other it is wrong to have two girlfriends i am in no way advocating this i am only giving this as a nice example because its very easy on your minds to
92.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:22,0:46,understand what im going to say next john has two girlfriends and they do not know each other now john is a very happy person if he is with his first girlfriend he is also a happy person if he is with his second girlfriend but he is obviously unhappy if he is with neither of them
92.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:46,1:13,if he is lonely at the same time you can imagine what will be his plight in case both the girlfriends meet each other and he is there in the picture simultaneously with them right its going to be a disaster so do you see the truthtable here this truthtable is a very well known boolean operator called the exclusive or
93.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:03,0:32,so what would a truthtable for xor look like so let me explain  xor means precisely one of them should be the other one should be only then its true correct so will be precisely one of them is so this is true precisely one of these two is so
93.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:32,0:55,so precisely one of them should be this is not true both of them are so i will call it this is my exclusive or and we denote it by a v with a dash in the bottom okay a nice way to understand exclusive or rather xor is with the following example also
93.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:55,1:18,i gave one example and i will give you another example to make things clear so assume you have only one pass and you want to take one of your two friends to a movie but you have only one ticket so what you say is dear ram and raj i will take one of you
93.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:18,1:32,you people decide who wants to come and then i want to accompany one of you only now i have an empty ticket if none of them come i will be unhappy i want precisely one of them to come ram doesnt come raj doesnt come i will be unhappy
